Year,Month,Week,Country,Region,Student_Count,Gender,Degree_Type,Course,Interest_Area
2022,October,44,India,North America,277,Female,PhD,Science,Research
2023,December,48,India,Europe,425,Male,Postgraduate,Engineering,Research
2023,December,50,Canada,Europe,360,Female,PhD,Arts,Entrepreneurship
2022,January,01,USA,Asia,126,Female,PhD,Medicine,Employment
2021,March,09,USA,Oceania,417,Male,Postgraduate,Arts,Research
2023,September,36,UK,Europe,479,Male,Undergraduate,Engineering,Entrepreneurship
2021,June,26,Canada,Asia,495,Female,Postgraduate,Arts,Employment
2021,January,04,India,Asia,460,Female,Undergraduate,Engineering,Research
2021,May,22,India,Asia,104,Female,PhD,Engineering,Employment
2022,March,10,Canada,North America,64,Female,PhD,Science,Entrepreneurship
2021,November,46,India,North America,428,Male,Undergraduate,Engineering,Research
2021,May,19,India,Asia,163,Female,Undergraduate,Business,Employment
2021,April,14,India,North America,193,Other,Undergraduate,Business,Entrepreneurship
2021,June,26,Australia,Oceania,489,Female,Undergraduate,Business,Research
2023,December,50,India,North America,216,Other,Undergraduate,Medicine,Research
2022,June,25,Australia,Asia,427,Male,Postgraduate,Engineering,Research
2022,November,48,UK,Asia,58,Male,PhD,Medicine,Entrepreneurship
2021,October,40,Canada,Oceania,215,Female,PhD,Engineering,Entrepreneurship
2023,December,48,UK,Asia,217,Female,PhD,Arts,Employment
2022,July,26,Australia,Asia,498,Female,PhD,Arts,Research
2023,July,28,Australia,North America,439,Female,Undergraduate,Engineering,Research
2022,February,07,Australia,Oceania,155,Other,PhD,Medicine,Entrepreneurship
2022,June,26,UK,Europe,259,Male,Undergraduate,Medicine,Research
2021,February,07,India,Asia,217,Female,Undergraduate,Science,Research
2023,June,26,Australia,North America,499,Female,Postgraduate,Science,Employment
2021,January,02,Canada,Asia,185,Male,Postgraduate,Engineering,Research
2021,February,06,UK,Oceania,393,Male,Undergraduate,Engineering,Employment
2023,August,34,Canada,Asia,213,Male,PhD,Medicine,Employment
2021,November,47,Canada,Europe,164,Female,PhD,Science,Employment
2021,July,30,Canada,North America,126,Male,PhD,Arts,Research
2021,June,25,USA,Asia,232,Male,Postgraduate,Science,Research
2023,December,52,Australia,North America,199,Male,PhD,Arts,Entrepreneurship
2023,August,34,UK,Asia,108,Male,Postgraduate,Engineering,Employment
2022,July,26,UK,Oceania,270,Other,PhD,Science,Entrepreneurship
2023,August,33,USA,Europe,422,Female,PhD,Science,Employment
2021,January,04,Canada,Europe,248,Female,PhD,Arts,Research
2023,November,46,Canada,Oceania,441,Female,Postgraduate,Arts,Research
2022,March,09,Australia,Asia,471,Other,PhD,Business,Employment
2022,August,34,India,Oceania,142,Other,Undergraduate,Science,Employment
2021,December,51,USA,Europe,207,Male,PhD,Science,Entrepreneurship
2021,July,27,Australia,Europe,317,Female,Undergraduate,Medicine,Research
2021,August,33,Australia,Europe,397,Other,Undergraduate,Business,Research
2021,May,19,UK,North America,388,Male,Undergraduate,Arts,Research
2023,August,31,India,North America,445,Male,Undergraduate,Engineering,Research
2021,November,45,USA,Oceania,394,Male,Undergraduate,Science,Entrepreneurship
2022,September,38,UK,Asia,106,Male,Undergraduate,Engineering,Research
2022,February,05,Australia,Asia,279,Female,Undergraduate,Arts,Employment
2023,April,14,USA,Europe,401,Female,PhD,Science,Research
2021,January,02,India,Europe,158,Male,Undergraduate,Engineering,Employment
2022,July,27,UK,Asia,337,Male,Postgraduate,Medicine,Entrepreneurship
2021,October,40,USA,Asia,225,Other,Undergraduate,Science,Research
2022,May,20,USA,Europe,252,Male,Postgraduate,Business,Entrepreneurship
2022,June,24,Canada,North America,131,Other,Postgraduate,Medicine,Employment
2022,January,02,UK,Europe,442,Male,PhD,Arts,Research
2021,July,28,India,Oceania,318,Female,PhD,Engineering,Entrepreneurship
2022,March,09,USA,North America,254,Other,PhD,Arts,Entrepreneurship
2022,November,47,India,Asia,481,Other,Postgraduate,Medicine,Entrepreneurship
2023,June,24,India,Asia,145,Male,Undergraduate,Business,Research
2023,September,39,India,Asia,288,Male,PhD,Science,Employment
2023,August,34,USA,Oceania,410,Female,Postgraduate,Science,Entrepreneurship
2021,December,51,USA,North America,78,Other,Postgraduate,Engineering,Research
2023,May,20,India,Oceania,315,Female,Undergraduate,Engineering,Entrepreneurship
2021,November,47,Australia,North America,333,Female,PhD,Arts,Employment
2021,July,27,India,Asia,450,Male,PhD,Science,Employment
2023,February,07,Canada,Oceania,310,Other,Undergraduate,Science,Research
2022,March,09,India,Oceania,454,Other,Undergraduate,Arts,Employment
2021,May,20,Australia,Oceania,249,Male,PhD,Medicine,Employment
2022,June,22,India,Oceania,54,Male,PhD,Science,Employment
2023,May,18,India,Europe,276,Male,Postgraduate,Arts,Research
2023,June,24,UK,Oceania,122,Other,Undergraduate,Engineering,Employment
2023,April,16,Canada,Europe,168,Male,Undergraduate,Business,Entrepreneurship
2023,December,51,India,North America,425,Female,Postgraduate,Medicine,Research
2021,February,07,Australia,Europe,97,Other,PhD,Medicine,Research
2022,January,01,Canada,Europe,331,Male,Undergraduate,Medicine,Research
2023,June,26,Australia,Asia,443,Other,Undergraduate,Engineering,Research
2021,December,50,Australia,North America,351,Male,Postgraduate,Science,Entrepreneurship
2022,April,13,UK,Oceania,223,Other,PhD,Medicine,Entrepreneurship
2021,April,14,UK,North America,452,Female,Postgraduate,Arts,Employment
2023,December,51,UK,Oceania,251,Male,Postgraduate,Arts,Employment
2021,December,52,Australia,Europe,164,Other,PhD,Business,Employment
2021,September,35,Australia,North America,60,Other,Undergraduate,Medicine,Research
2022,November,47,Australia,North America,59,Other,Postgraduate,Science,Entrepreneurship
2022,May,19,Australia,North America,258,Other,Postgraduate,Arts,Entrepreneurship
2021,November,45,UK,North America,78,Female,PhD,Arts,Entrepreneurship
2021,June,25,Australia,North America,250,Male,Postgraduate,Engineering,Employment
2023,May,20,India,Oceania,240,Male,PhD,Medicine,Entrepreneurship
2023,July,26,Canada,Oceania,284,Female,PhD,Engineering,Employment
2021,August,34,Canada,Asia,339,Female,PhD,Arts,Employment
2022,April,16,Australia,Europe,262,Other,Undergraduate,Arts,Entrepreneurship
2021,January,01,India,Europe,189,Male,PhD,Medicine,Entrepreneurship
2021,March,12,UK,Oceania,222,Male,Undergraduate,Medicine,Research
2021,March,11,India,North America,160,Other,Postgraduate,Engineering,Entrepreneurship
2021,June,26,India,North America,398,Male,Undergraduate,Science,Entrepreneurship
2022,March,12,India,Oceania,139,Female,Undergraduate,Business,Research
2021,January,02,Australia,Oceania,410,Female,Postgraduate,Arts,Entrepreneurship
2022,September,39,USA,North America,174,Other,Undergraduate,Arts,Employment
2022,January,04,Canada,North America,352,Male,Undergraduate,Business,Research
2021,May,20,India,Europe,52,Female,Undergraduate,Arts,Entrepreneurship
2022,July,28,UK,Europe,408,Female,Postgraduate,Medicine,Research
2021,May,18,India,North America,236,Male,Undergraduate,Business,Research
2021,June,24,USA,Europe,235,Male,Postgraduate,Medicine,Employment
2022,July,30,India,Europe,76,Female,PhD,Business,Entrepreneurship
2023,September,38,USA,North America,344,Other,Postgraduate,Medicine,Research
2023,September,39,UK,Asia,271,Female,Postgraduate,Engineering,Entrepreneurship
2023,December,49,Canada,Europe,133,Other,Postgraduate,Science,Employment
2021,February,07,UK,Oceania,404,Female,Postgraduate,Arts,Entrepreneurship
2023,May,18,Australia,Asia,88,Male,Postgraduate,Engineering,Research
2023,October,43,UK,Oceania,187,Male,Postgraduate,Arts,Research
2023,December,50,UK,Europe,87,Female,Postgraduate,Science,Research
2023,August,33,India,North America,467,Other,Postgraduate,Science,Research
2023,August,35,India,Asia,130,Male,PhD,Medicine,Entrepreneurship
2023,March,12,UK,North America,163,Female,Undergraduate,Medicine,Entrepreneurship
2022,April,17,USA,Europe,425,Female,PhD,Business,Employment
2022,January,01,India,North America,185,Male,Undergraduate,Arts,Entrepreneurship
2021,November,46,India,Europe,148,Female,PhD,Arts,Employment
2022,June,25,India,Asia,295,Female,PhD,Science,Entrepreneurship
2021,December,50,Australia,Asia,180,Male,Undergraduate,Medicine,Entrepreneurship
2023,September,37,Canada,Oceania,248,Other,Undergraduate,Science,Entrepreneurship
2023,December,53,UK,Asia,441,Female,PhD,Medicine,Research
2022,January,02,India,Europe,494,Female,Undergraduate,Arts,Research
2022,July,28,UK,Europe,425,Male,PhD,Engineering,Research
2022,October,40,Canada,Oceania,81,Other,PhD,Arts,Employment
2023,October,41,Canada,North America,184,Female,Postgraduate,Business,Entrepreneurship
2022,February,07,India,Asia,218,Female,PhD,Science,Entrepreneurship
2022,January,03,India,Oceania,278,Male,Undergraduate,Science,Research
2022,April,15,Australia,Asia,459,Male,Undergraduate,Medicine,Employment
2021,April,13,Canada,Asia,179,Female,PhD,Science,Research
2021,June,24,Australia,North America,139,Female,Postgraduate,Science,Employment
2021,July,29,India,Europe,368,Female,PhD,Business,Employment
2021,July,29,USA,Oceania,177,Female,Undergraduate,Arts,Entrepreneurship
2022,August,32,USA,Europe,365,Male,PhD,Business,Entrepreneurship
2023,March,13,Australia,Europe,78,Other,Postgraduate,Science,Employment
2021,May,19,USA,Europe,360,Male,Undergraduate,Science,Employment
2023,September,39,Australia,North America,348,Female,Undergraduate,Business,Research
2021,December,52,India,Europe,178,Other,Undergraduate,Arts,Employment
2022,March,13,Canada,Asia,192,Male,PhD,Engineering,Entrepreneurship
2022,February,05,Australia,Europe,105,Other,PhD,Arts,Research
2022,September,35,Australia,Europe,358,Female,Undergraduate,Medicine,Employment
2021,July,30,Canada,North America,63,Other,Postgraduate,Engineering,Research
2021,July,29,UK,Asia,282,Female,PhD,Arts,Research
2022,August,35,Australia,North America,124,Female,PhD,Medicine,Entrepreneurship
2023,October,40,Australia,North America,314,Female,Undergraduate,Business,Research
2023,March,09,Australia,Europe,184,Other,Postgraduate,Arts,Entrepreneurship
2023,December,52,Australia,Asia,105,Male,PhD,Medicine,Research
2023,September,39,UK,Oceania,311,Other,Postgraduate,Arts,Employment
2023,January,01,UK,Oceania,438,Female,Undergraduate,Arts,Research
2021,March,09,India,Asia,206,Other,Undergraduate,Science,Entrepreneurship
2022,November,48,USA,Asia,143,Male,Postgraduate,Business,Employment
2022,November,46,Australia,Europe,195,Female,Undergraduate,Medicine,Entrepreneurship
2023,February,07,Australia,Asia,439,Other,Undergraduate,Arts,Research
2021,July,27,India,Oceania,161,Female,Undergraduate,Science,Entrepreneurship
2021,December,50,UK,Europe,197,Other,Postgraduate,Business,Employment
2021,August,33,Canada,Oceania,134,Other,Undergraduate,Business,Research
2021,May,18,USA,Asia,252,Female,Undergraduate,Engineering,Entrepreneurship
2022,July,26,Canada,Asia,164,Male,Postgraduate,Arts,Employment
2022,October,42,Australia,North America,166,Male,Postgraduate,Engineering,Entrepreneurship
2023,April,17,Australia,North America,79,Female,Postgraduate,Engineering,Research
2022,October,40,India,Asia,368,Other,PhD,Science,Research
2021,January,03,Canada,Europe,368,Female,Undergraduate,Arts,Entrepreneurship
2023,August,32,USA,Europe,178,Other,Postgraduate,Business,Employment
2021,December,50,UK,North America,104,Female,PhD,Business,Research
2023,April,14,USA,Europe,70,Male,PhD,Medicine,Employment
2023,May,22,Australia,Oceania,202,Female,PhD,Science,Research
2023,January,02,Australia,North America,168,Female,Postgraduate,Science,Research
2023,October,40,USA,Asia,287,Other,PhD,Arts,Employment
2022,August,34,India,Asia,248,Male,PhD,Science,Entrepreneurship
2023,March,09,UK,Oceania,259,Female,PhD,Engineering,Research
2023,July,27,India,Oceania,362,Other,Postgraduate,Science,Employment
2022,October,41,UK,Asia,191,Female,Undergraduate,Arts,Employment
2021,December,49,India,Europe,459,Other,Undergraduate,Arts,Research
2023,November,48,India,Asia,453,Male,Undergraduate,Science,Employment
2021,August,32,USA,Europe,147,Male,Undergraduate,Medicine,Employment
2021,June,26,India,Asia,380,Male,Undergraduate,Engineering,Research
2021,April,15,India,Oceania,73,Other,Undergraduate,Business,Entrepreneurship
2021,November,48,USA,Oceania,447,Other,PhD,Business,Entrepreneurship
2021,January,02,Canada,Asia,258,Female,Postgraduate,Science,Entrepreneurship
2023,February,08,Canada,North America,174,Female,Undergraduate,Medicine,Research
2022,September,36,UK,Europe,331,Other,PhD,Medicine,Research
2022,January,02,USA,Asia,405,Other,Undergraduate,Engineering,Entrepreneurship
2023,March,12,UK,Europe,89,Female,Undergraduate,Arts,Research
2023,March,10,India,Asia,259,Male,Undergraduate,Medicine,Research
2023,September,37,India,North America,71,Male,Postgraduate,Arts,Employment
2023,May,20,India,North America,213,Male,Undergraduate,Medicine,Employment
2022,September,37,Australia,Europe,400,Female,Undergraduate,Science,Employment
2022,April,15,USA,Oceania,110,Female,Postgraduate,Science,Research
2022,April,15,USA,North America,481,Female,PhD,Science,Entrepreneurship
2023,December,51,Canada,Asia,429,Male,PhD,Arts,Employment
2023,March,09,Canada,Asia,398,Other,Undergraduate,Business,Entrepreneurship
2022,February,08,Australia,Asia,388,Female,Undergraduate,Engineering,Research
2022,June,25,India,Asia,251,Male,Undergraduate,Science,Entrepreneurship
2023,September,37,USA,North America,263,Other,Postgraduate,Medicine,Entrepreneurship
2021,July,30,UK,North America,396,Female,Postgraduate,Arts,Entrepreneurship
2022,July,30,USA,North America,405,Male,Postgraduate,Business,Research
2023,October,41,Australia,Oceania,191,Female,PhD,Arts,Employment
2021,November,48,Australia,North America,110,Female,PhD,Arts,Employment
2021,October,43,Australia,North America,344,Male,Undergraduate,Business,Employment
2023,October,43,UK,Asia,257,Male,PhD,Science,Employment
2022,September,39,UK,Oceania,55,Other,Undergraduate,Engineering,Research
2022,August,35,UK,North America,197,Female,PhD,Business,Employment
2021,March,13,India,Asia,271,Male,Postgraduate,Arts,Entrepreneurship
2021,March,13,India,Asia,431,Male,PhD,Science,Employment
2021,June,26,India,Europe,321,Male,Postgraduate,Science,Employment
2021,April,17,UK,North America,106,Male,PhD,Science,Employment
2021,May,20,UK,Oceania,447,Male,Postgraduate,Business,Entrepreneurship
2022,May,20,USA,Asia,401,Other,PhD,Business,Research
2023,May,22,Australia,Oceania,306,Male,Postgraduate,Business,Research
2022,March,12,USA,Oceania,166,Other,Postgraduate,Medicine,Employment
2022,March,12,Canada,Oceania,264,Male,PhD,Science,Employment
2023,December,50,Canada,Europe,175,Female,Postgraduate,Science,Entrepreneurship
2021,August,34,USA,Asia,376,Female,Undergraduate,Engineering,Entrepreneurship
2022,November,44,USA,Europe,92,Female,Undergraduate,Science,Research
2023,July,29,USA,Asia,393,Female,PhD,Medicine,Research
2022,September,37,Australia,Asia,338,Male,Postgraduate,Science,Entrepreneurship
2022,January,02,India,North America,107,Other,Undergraduate,Engineering,Entrepreneurship
2023,January,04,UK,Asia,299,Male,PhD,Arts,Research
2021,May,21,USA,Asia,163,Male,Undergraduate,Business,Research
2023,September,37,UK,Asia,429,Female,Postgraduate,Science,Entrepreneurship
2023,September,39,India,Europe,435,Other,Undergraduate,Business,Employment
2023,November,46,Canada,North America,433,Female,Undergraduate,Medicine,Employment
2022,October,41,UK,Europe,336,Female,Postgraduate,Medicine,Entrepreneurship
2023,March,10,Canada,North America,77,Male,Undergraduate,Arts,Entrepreneurship
2023,April,14,USA,Asia,357,Female,Undergraduate,Science,Research
2022,December,51,UK,Europe,477,Female,Undergraduate,Arts,Employment
2022,April,14,India,Europe,147,Male,Postgraduate,Science,Entrepreneurship
2023,June,25,India,Asia,258,Male,Postgraduate,Business,Research
2023,February,08,USA,Europe,247,Other,Postgraduate,Arts,Employment
2021,July,27,Canada,North America,352,Other,Postgraduate,Science,Entrepreneurship
2023,August,33,Australia,Europe,271,Male,PhD,Business,Research
2021,April,17,Canada,North America,284,Other,Undergraduate,Medicine,Employment
2023,May,20,USA,Oceania,86,Female,PhD,Business,Employment
2021,December,49,Canada,Asia,380,Other,Postgraduate,Engineering,Research
2021,November,46,Australia,Asia,433,Female,Undergraduate,Business,Employment
2022,October,42,India,Europe,96,Male,Postgraduate,Business,Entrepreneurship
